gene_symbol,entrez_id,probe_name
DES,1674,A_23_P90710
DES,1674,A_32_P101073
CFD,1675,CUST_14982_PI416261804
CFD,1675,A_23_P119562
DFFA,1676,A_24_P222758
TIMM8A,1678,A_23_P358417
TIMM8A,1678,A_23_P217637
GSDME,1687,CUST_5972_PI416261804
GSDME,1687,A_23_P82449
DHCR7,1717,CUST_15018_PI416261804
DHCR7,1717,CUST_229_PI416408490
DHCR7,1717,A_23_P24444
DHCR24,1718,A_23_P217820
DHCR24,1718,A_23_P379475
DHFR,1719,A_24_P320284
DHFR,1719,A_24_P343095
DHFR,1719,A_23_P167553
DHFR,1719,A_24_P942328
DHFR,1719,A_32_P211045
DHODH,1723,CUST_12841_PI416261804
DHODH,1723,A_23_P15202
DHPS,1725,CUST_9791_PI416261804
DHPS,1725,A_23_P501887
CYB5R3,1727,A_24_P100277
CYB5R3,1727,A_24_P378958
CYB5R3,1727,A_23_P502224
SEPTIN1,1731,CUST_9059_PI416261804
SEPTIN1,1731,A_23_P21057
DKC1,1736,CUST_9881_PI416261804
DKC1,1736,CUST_11351_PI416261804
DKC1,1736,CUST_230_PI416408490
DKC1,1736,A_23_P137143
DLAT,1737,A_24_P281923
DLAT,1737,A_24_P372672
DLAT,1737,CUST_67_PI416379584
DLAT,1737,A_23_P203030
DLD,1738,CUST_7755_PI416261804
DLD,1738,A_23_P111835
DLG4,1742,CUST_235_PI416408490
DLG4,1742,CUST_14992_PI416261804
DLG4,1742,A_23_P411102
DLST,1743,A_24_P13572
DLST,1743,A_23_P205697
DLX2,1746,A_24_P45980
DPYSL2,1808,A_23_P20337
DPYSL2,1808,A_24_P38347
DPYSL2,1808,A_23_P350824
DPYSL3,1809,A_23_P7528
DPYSL3,1809,A_24_P149036
DR1,1810,A_23_P391725
DR1,1810,A_23_P63205
SLC26A3,1811,A_23_P123228
SLC26A3,1811,CUST_5_PI417507815
DRD2,1813,CUST_1494_PI417557136
DRD4,1815,A_23_P150162
DSPP,1834,CUST_14054_PI416261804
DSPP,1834,A_23_P373541
SLC26A2,1836,A_23_P250951
SLC26A2,1836,A_24_P943830
DTNA,1837,CUST_6757_PI416261804
DTNB,1838,A_24_P216421
DTNB,1838,A_23_P210319
HBEGF,1839,A_23_P213944
HBEGF,1839,A_24_P140608
DTX1,1840,A_23_P36567
DTX1,1840,A_24_P290751
DTYMK,1841,A_23_P135364
DTYMK,1841,A_23_P123974
ECM2,1842,CUST_7363_PI416261804
ECM2,1842,A_23_P303671
DUSP1,1843,A_32_P171488
DUSP1,1843,A_23_P110712
DUSP3,1845,A_23_P400255
DUSP3,1845,A_23_P129956
DUSP4,1846,CUST_7909_PI416261804
DUSP4,1846,CUST_7910_PI416261804
DUSP4,1846,A_23_P134935
DUSP5,1847,CUST_11669_PI416261804
DUSP5,1847,A_23_P150018
DUSP6,1848,CUST_14314_PI416261804
DUSP6,1848,CUST_14319_PI416261804
DUSP6,1848,CUST_620_PI417507815
DUSP7,1849,A_23_P155425
DUSP7,1849,A_24_P51855
DUSP7,1849,CUST_8127_PI416261804
CREB1,1385,CUST_207_PI416408490
CREB1,1385,A_23_P79231
ATF2,1386,A_24_P128145
ATF2,1386,A_24_P246467
CREBL2,1389,A_23_P14026
CREBL2,1389,A_24_P56194
CREM,1390,CUST_14775_PI416261804
CREM,1390,A_24_P360763
CRH,1392,CUST_16797_PI416261804
CRH,1392,CUST_208_PI416408490
CRH,1392,A_23_P31755
CRHBP,1393,CUST_14600_PI416261804
CRHBP,1393,A_23_P30567
CRHR2,1395,CUST_12526_PI416261804
CRHR2,1395,CUST_210_PI416408490
CRHR2,1395,A_23_P215331
CRIP1,1396,CUST_5632_PI416261804
CRIP1,1396,A_23_P44674
CRIP2,1397,CUST_942_PI416261804
CRIP2,1397,A_23_P112798
CRKL,1399,A_23_P40535
CRKL,1399,A_32_P173122
CRKL,1399,A_24_P935009
CRP,1401,CUST_17126_PI416261804
CRP,1401,A_24_P342484
HAPLN1,1404,CUST_7083_PI416261804
HAPLN1,1404,CUST_329_PI416408490
HAPLN1,1404,A_23_P7727
CRX,1406,A_23_P418961
CRY1,1407,A_23_P36665
CRY1,1407,A_24_P407235
CRYAA,1409,A_23_P132147
CRYAA,1409,A_23_P306755
CRYAB,1410,CUST_15288_PI416261804
CRYAB,1410,A_24_P206776
CRYBA1,1411,CUST_12170_PI416261804
CRYBA1,1411,A_23_P4254
CRYBA4,1413,CUST_11544_PI416261804
CRYBA4,1413,A_23_P103034
CRYBB1,1414,CUST_12088_PI416261804
CRYBB1,1414,A_23_P143621
CRYBB2,1415,A_23_P425066
CRYBB2,1415,A_23_P40574
CRYBB3,1417,A_24_P359441
CRYBB3,1417,A_23_P29179
CRYGA,1418,CUST_16354_PI416261804
CRYGA,1418,A_23_P165380
CRYGB,1419,CUST_15451_PI416261804
CRYGB,1419,A_23_P414842
CRYGC,1420,CUST_12174_PI416261804
CRYGC,1420,A_23_P142606
CRYGD,1421,A_23_P131215
CRYGD,1421,A_23_P320705
CRYGS,1427,A_23_P132738
CRYGS,1427,A_24_P414205
CS,1431,CUST_7966_PI416261804
CS,1431,A_23_P47818
MAPK14,1432,A_23_P426292
CSE1L,1434,CUST_6665_PI416261804
CSE1L,1434,A_23_P17393
CSF1R,1436,CUST_15663_PI416261804
CSF1R,1436,A_23_P110791
CSF2,1437,CUST_15704_PI416261804
CSF2,1437,A_23_P133408
CSF2RA,1438,CUST_13015_PI416261804
CSF2RA,1438,A_23_P501985
CSF2RB,1439,CUST_14402_PI416261804
CSF2RB,1439,A_23_P120899
CSH2,1443,A_23_P207154
CSN1S1,1446,CUST_694_PI416261804
CSN2,1447,CUST_2399_PI416261804
CSN2,1447,A_23_P144394
CSN3,1448,CUST_4808_PI416261804
CSN3,1448,A_23_P252882
CSNK1G2,1455,A_23_P56140
CSNK1G2,1455,A_24_P99963
CSNK2B,1460,A_24_P804263
CSNK2B,1460,A_24_P97931
VCAN,1462,A_23_P323898
NCAN,1463,CUST_11245_PI416261804
NCAN,1463,CUST_213_PI416408490
NCAN,1463,A_23_P153797
CSPG4,1464,CUST_13356_PI416261804
CSPG4,1464,A_23_P21976
CSRP1,1465,A_24_P225448
CSRP1,1465,A_23_P74359
CSRP2,1466,A_23_P44724
CSRP2,1466,CUST_731_PI416261804
SLC25A10,1468,CUST_783_PI416261804
SLC25A10,1468,A_23_P146830
CST1,1469,A_23_P112859
CST1,1469,CUST_707_PI416261804
CST1,1469,CUST_15460_PI416261804
CST2,1470,A_24_P237175
CST2,1470,CUST_4710_PI416261804
CST3,1471,A_24_P216294
CST5,1473,CUST_11175_PI416261804
CST5,1473,A_23_P170453
CST6,1474,CUST_15721_PI416261804
CST6,1474,A_23_P146946
CSTA,1475,A_23_P41114
CSTA,1475,A_23_P170233
CSTB,1476,CUST_11936_PI416261804
CSTB,1476,A_23_P154894
CSTF2,1478,CUST_10529_PI416261804
CSTF2,1478,A_23_P148372
CSTF3,1479,A_23_P98310
NKX2-5,1482,CUST_16081_PI416261804
NKX2-5,1482,A_23_P396135
CTAG1B,1485,CUST_5292_PI416261804
CTAG1B,1485,A_23_P148541
CTBS,1486,A_24_P940135
CTBS,1486,A_23_P201368
CCN2,1490,A_32_P85433
CCN2,1490,A_23_P19663
CTLA4,1493,A_23_P102481
CTNNA1,1495,A_32_P63342
CTNNA1,1495,A_24_P80633
CTNNA1,1495,A_23_P58647
CTNNA2,1496,A_24_P33477
CTNNA2,1496,A_23_P84736
CTNS,1497,A_23_P89529
CTNS,1497,A_23_P427075
CTNNB1,1499,CUST_214_PI416408490
CTNND2,1501,CUST_215_PI416408490
CTNND2,1501,A_23_P110624
CTNND2,1501,A_24_P380196
CTPS1,1503,CUST_8876_PI416261804
CTPS1,1503,A_23_P21706
CTRB1,1504,CUST_16526_PI416261804
CTRB1,1504,A_23_P431139
CTRL,1506,A_24_P90900
CTRL,1506,A_23_P152199
CTSD,1509,A_23_P52556
CTSE,1510,A_23_P170301
CTSG,1511,CUST_12237_PI416261804
CTSG,1511,A_23_P140384
CTSK,1513,CUST_16145_PI416261804
CTSK,1513,A_23_P34744
CTSV,1515,CUST_7879_PI416261804
CTSV,1515,A_23_P146456
CTSO,1519,CUST_10212_PI416261804
CTSO,1519,A_23_P110175
CTSS,1520,A_23_P46141
CTSS,1520,A_24_P242646
CTSW,1521,A_24_P396167
CTSW,1521,A_23_P13031
CTSZ,1522,CUST_8503_PI416261804
CTSZ,1522,A_23_P40240
DUSP8,1850,A_23_P390528
DUSP8,1850,A_24_P322867
DUSP9,1852,A_24_P417189
DUSP9,1852,A_32_P88746
DVL1,1855,A_23_P347432
DVL1,1855,A_23_P201342
DVL2,1856,A_23_P55342
DVL2,1856,CUST_1010_PI416573500
DVL2,1856,CUST_1042_PI416379584
DVL3,1857,A_24_P283000
DVL3,1857,A_24_P291588
DVL3,1857,A_23_P218884
TOR1A,1861,CUST_18_PI417507815
TOR1A,1861,A_24_P269687
E2F1,1869,CUST_16813_PI416261804
E2F1,1869,A_23_P80032
E2F2,1870,A_23_P125990
E2F2,1870,A_23_P408955
E2F3,1871,CUST_11698_PI416261804
E2F3,1871,A_23_P385034
E2F4,1874,A_23_P152218
E2F4,1874,A_24_P318457
E4F1,1877,CUST_1594_PI416261804
E4F1,1877,A_23_P15045
EBF1,1879,A_32_P197561
EBF1,1879,A_24_P156501
GPR183,1880,CUST_9087_PI416261804
GPR183,1880,A_23_P25566
ECH1,1891,A_24_P617578
ECHS1,1892,CUST_7650_PI416261804
ECHS1,1892,A_23_P104362
ECM1,1893,CUST_17110_PI416261804
ECM1,1893,A_23_P160559
ECT2,1894,A_24_P366033
ECT2,1894,A_23_P44684
ECT2,1894,A_23_P9574
S1PR1,1901,CUST_15847_PI416261804
S1PR1,1901,A_23_P404481
S1PR3,1903,A_23_P112820
EDN1,1906,CUST_15527_PI416261804
EDN2,1907,CUST_15118_PI416261804
EDN2,1907,A_23_P312150
EDNRA,1909,A_23_P7337
EDNRA,1909,A_24_P217572
PHC1,1911,CUST_3770_PI416261804
PHC1,1911,A_23_P323094
PHC2,1912,A_23_P34510
PHC2,1912,A_23_P423864
EEF1A1,1915,A_32_P15320
EEF1A1,1915,A_32_P9348
EEF1A1,1915,A_32_P109532
EEF1A1,1915,A_24_P763243
EEF1A1,1915,A_24_P681218
EEF1A2,1917,A_23_P256033
EEF1A2,1917,CUST_12462_PI416261804
EEF1G,1937,A_24_P554408
EEF1G,1937,A_32_P22735
EEF1G,1937,A_24_P467358
EEF1G,1937,A_24_P287198
EEF1G,1937,A_23_P13344
EEF2,1938,CUST_12198_PI416261804
EEF2,1938,A_24_P87763
EIF2D,1939,CUST_1432_PI416261804
EIF2D,1939,A_23_P115346
EFNA1,1942,A_23_P113005
EFNA1,1942,A_23_P254512
EFNA2,1943,CUST_6443_PI416261804
EFNA2,1943,A_23_P119535
EFNA3,1944,CUST_13451_PI416261804
EFNA3,1944,A_24_P114032
EFNA5,1946,A_32_P171200
EFNA5,1946,A_24_P645914
EFNA5,1946,A_23_P167497
EFNB1,1947,CUST_8228_PI416261804
EFNB1,1947,A_24_P365807
EFNB2,1948,A_23_P428139
EFNB2,1948,A_24_P355944
EFNB3,1949,A_23_P433588
EFNB3,1949,A_24_P940006
EGF,1950,CUST_16_PI416408490
EGF,1950,CUST_17046_PI416261804
EGF,1950,A_23_P155979
CELSR3,1951,CUST_9240_PI416261804
CELSR3,1951,A_23_P92093
CELSR2,1952,A_23_P201570
CELSR2,1952,A_24_P182620
MEGF8,1954,A_23_P353097
MEGF8,1954,A_23_P335198
EGFR,1956,CUST_1352_PI416573500
EGFR,1956,CUST_17_PI416408490
EGFR,1956,CUST_1351_PI416573500
EGFR,1956,CUST_16031_PI416261804
EPHA4,2043,A_24_P274219
EPHA7,2045,A_24_P226332
EPHA7,2045,A_23_P7835
EPHA8,2046,CUST_14037_PI416261804
EPHA8,2046,A_23_P318464
EPHB1,2047,CUST_12289_PI416261804
EPHB1,2047,A_23_P166993
EPHB3,2049,CUST_8507_PI416261804
EPHB3,2049,A_23_P95060
EPHB4,2050,CUST_14830_PI416261804
EPHB4,2050,A_23_P168443
EPHB6,2051,CUST_14973_PI416261804
EPHB6,2051,A_23_P145935
EPHX1,2052,CUST_15680_PI416261804
EPHX1,2052,A_23_P34537
EPHX2,2053,CUST_16289_PI416261804
EPHX2,2053,A_23_P8834
STX2,2054,CUST_15464_PI416261804
STX2,2054,A_24_P364296
CLN8,2055,A_23_P407206
CLN8,2055,CUST_189_PI416408490
CLN8,2055,A_23_P253738
CLN8,2055,A_23_P253734
EPO,2056,CUST_15698_PI416261804
EPO,2056,A_23_P145669
EPOR,2057,A_23_P367899
EPOR,2057,A_23_P381954
EPRS,2058,CUST_7838_PI416261804
EPRS,2058,A_23_P97632
EPS8,2059,CUST_10933_PI416261804
EPS8,2059,A_23_P136347
EPS15,2060,A_23_P202
EPS15,2060,A_24_P28578
EPS15,2060,A_32_P162416
NR2F6,2063,CUST_1282_PI416261804
NR2F6,2063,A_23_P108326
ERCC1,2067,CUST_15771_PI416261804
ERCC1,2067,A_23_P107701
ERCC2,2068,A_23_P130488
EREG,2069,A_24_P217520
EREG,2069,A_23_P41344
ERCC3,2071,CUST_13269_PI416261804
ERCC3,2071,CUST_252_PI416408490
ERCC3,2071,A_23_P5325
ERCC4,2072,A_32_P157481
ERCC4,2072,A_32_P65061
ERCC4,2072,A_32_P160547
ERCC6,2074,CUST_15353_PI416261804
ERCC6,2074,A_23_P1292
ERF,2077,CUST_4818_PI416261804
ERF,2077,A_23_P4679
ERH,2079,CUST_10256_PI416261804
ERH,2079,A_23_P128734
ERN1,2081,CUST_12493_PI416261804
ERN1,2081,A_23_P164042
FBL,2091,A_23_P78892
FBL,2091,A_23_P78888
ESD,2098,CUST_15914_PI416261804
ESRRA,2101,A_23_P1585
ESRRB,2103,A_24_P415928
ESRRB,2103,CUST_11089_PI416261804
ESRRB,2103,A_23_P391857
ETF1,2107,CUST_11461_PI416261804
ETF1,2107,A_23_P133582
ETFB,2109,CUST_13985_PI416261804
ETFB,2109,A_23_P107653
ETFDH,2110,CUST_13320_PI416261804
ETFDH,2110,A_23_P61447
ETV1,2115,A_32_P78491
ETV1,2115,CUST_256_PI416408490
ETV1,2115,A_23_P134366
ETV3,2117,A_23_P400945
ETV3,2117,CUST_11379_PI416261804
ETV3,2117,CUST_1043_PI416573500
ETV5,2119,A_23_P9836
ETV5,2119,A_32_P30649
ETV5,2119,A_32_P33802
ETV6,2120,A_24_P372862
ETV6,2120,A_23_P105264
ETV6,2120,A_32_P223918
MECOM,2122,A_23_P125726
MECOM,2122,A_23_P60775
MECOM,2122,A_23_P96041
MECOM,2122,A_24_P6294
MECOM,2122,A_32_P41996
EVI2A,2123,CUST_1576_PI416261804
EVI2B,2124,CUST_10246_PI416261804
EVI2B,2124,A_23_P66694
EVPL,2125,CUST_12772_PI416261804
EVPL,2125,A_24_P104512
EVX1,2128,CUST_5754_PI416261804
EVX1,2128,A_24_P368943
EVX1,2128,CUST_1271_PI416379584
EXT1,2131,CUST_257_PI416408490
EXT1,2131,A_23_P43273
EXTL1,2134,CUST_14552_PI416261804
EXTL1,2134,A_23_P62999
EXTL3,2137,CUST_16605_PI416261804
EXTL3,2137,A_23_P384405
EYA3,2140,CUST_8104_PI416261804
EYA3,2140,A_23_P74737
EZH1,2145,CUST_12578_PI416261804
EZH1,2145,A_23_P428219
F2,2147,A_24_P85574
F2,2147,A_23_P94879
F2R,2149,CUST_17124_PI416261804
F2R,2149,A_23_P213562
F2RL1,2150,CUST_16879_PI416261804
F2RL1,2150,A_23_P58835
F2RL2,2151,A_23_P144718
F2RL2,2151,A_32_P60065
F3,2152,CUST_16074_PI416261804
F3,2152,A_23_P126782
F5,2153,A_32_P41604
F5,2153,A_23_P148768
F9,2158,CUST_15475_PI416261804
F9,2158,A_23_P62406
F10,2159,CUST_16878_PI416261804
F10,2159,A_23_P205177
DLX4,1748,CUST_16853_PI416261804
DMP1,1758,CUST_12049_PI416261804
DMP1,1758,A_23_P133153
DMRT1,1761,CUST_9429_PI416261804
DMRT1,1761,A_23_P169293
DNAH5,1767,A_24_P388786
DNAH5,1767,A_24_P333461
DNAH5,1767,A_23_P93058
DNAH5,1767,A_24_P120462
DNAH8,1769,A_24_P308051
DNAH8,1769,A_23_P145159
DNASE1,1773,CUST_16749_PI416261804
DNASE1,1773,A_23_P66311
DNASE1L1,1774,A_23_P85164
DNASE1L1,1774,A_24_P6305
DNASE1L2,1775,CUST_9308_PI416261804
DNASE1L2,1775,A_23_P3643
DNASE1L3,1776,CUST_2082_PI416261804
DNASE1L3,1776,A_23_P257993
DYNC1H1,1778,A_23_P128706
DYNC1H1,1778,A_32_P132959
DYNC1I1,1780,A_24_P221414
DYNC1I1,1780,A_23_P93737
DYNC1I2,1781,A_23_P154108
DYNC1LI2,1783,A_23_P9688
DYNC1LI2,1783,A_24_P236445
DYNC1LI2,1783,A_24_P236437
DNMT3A,1788,CUST_13533_PI416261804
DNMT3A,1788,CUST_12946_PI416261804
DNMT3A,1788,A_23_P154500
DOCK1,1793,CUST_12270_PI416261804
DOCK1,1793,A_23_P45059
DOCK2,1794,A_24_P263653
DOCK2,1794,A_24_P408704
DOCK3,1795,A_24_P272845
DOCK3,1795,A_24_P153643
DOK1,1796,A_23_P5610
DOK1,1796,A_23_P5601
DXO,1797,CUST_13096_PI416261804
DXO,1797,A_32_P181020
DPAGT1,1798,CUST_8322_PI416261804
DPAGT1,1798,A_23_P1775
DPP4,1803,CUST_16971_PI416261804
DPP4,1803,A_24_P97104
DPT,1805,A_24_P113926
DPT,1805,A_23_P200741
F11,2160,A_24_P170957
F11,2160,A_23_P41314
F12,2161,CUST_16257_PI416261804
F12,2161,A_23_P167674
F13A1,2162,CUST_15976_PI416261804
F13A1,2162,A_32_P140139
F13B,2165,CUST_10334_PI416261804
FAAH,2166,CUST_12928_PI416261804
FAAH,2166,A_23_P103226
FABP4,2167,A_23_P8820
FABP1,2168,CUST_16115_PI416261804
FABP1,2168,A_23_P79562
FABP2,2169,CUST_15483_PI416261804
FABP2,2169,A_23_P391711
FABP3,2170,CUST_15832_PI416261804
FABP3,2170,A_24_P62783
FABP5,2171,A_32_P204676
FABP5,2171,CUST_3792_PI416261804
FABP5,2171,CUST_3908_PI416261804
FABP5,2171,A_23_P59877
FABP5,2171,A_24_P7642
FABP5,2171,CUST_3928_PI416261804
FABP6,2172,A_23_P43846
FABP6,2172,CUST_6357_PI416261804
FABP7,2173,CUST_16374_PI416261804
FABP7,2173,A_23_P134139
FANCA,2175,A_24_P133671
FANCA,2175,A_23_P163630
FANCA,2175,A_23_P206441
FANCC,2176,CUST_13830_PI416261804
FANCC,2176,A_23_P32021
FANCD2,2177,A_23_P345678
FANCE,2178,CUST_12658_PI416261804
FANCE,2178,A_23_P42335
ACSL1,2180,CUST_7662_PI416261804
ACSL1,2180,A_23_P110212
ACSL4,2182,CUST_15065_PI416261804
ACSL4,2182,A_23_P217564
FAH,2184,A_23_P129221
BPTF,2186,A_23_P114075
BPTF,2186,CUST_14727_PI416261804
BPTF,2186,A_23_P428548
FANCF,2188,CUST_9815_PI416261804
FANCF,2188,A_23_P12896
FANCG,2189,CUST_15015_PI416261804
FANCG,2189,A_23_P71644
FAP,2191,CUST_9810_PI416261804
FAP,2191,A_23_P56746
FARSA,2193,CUST_10457_PI416261804
FARSA,2193,A_23_P78685
FASN,2194,CUST_14284_PI416261804
FASN,2194,A_23_P44132
FAT1,2195,CUST_14444_PI416261804
FAT1,2195,A_23_P69586
FAT2,2196,CUST_2403_PI416261804
FAT2,2196,A_23_P81507
FAU,2197,A_32_P11477
FAU,2197,A_32_P11471
FAU,2197,A_23_P127438
FBN1,2200,A_24_P679997
FBN1,2200,A_32_P108301
FBN1,2200,A_23_P65678
FBN2,2201,A_32_P191141
FBN2,2201,A_23_P214026
FBP1,2203,CUST_9797_PI416261804
FBP1,2203,A_23_P257111
FCER1A,2205,CUST_15978_PI416261804
FCER1A,2205,A_23_P103765
MS4A2,2206,CUST_13299_PI416261804
MS4A2,2206,A_23_P1904
FCER1G,2207,A_23_P160849
FCER2,2208,CUST_15572_PI416261804
FCER2,2208,A_23_P164773
FCGR1A,2209,CUST_14523_PI416261804
FCGR1A,2209,CUST_16896_PI416261804
FCGR1A,2209,A_23_P63390
FCGR1A,2209,CUST_2523_PI416261804
FCGR1A,2209,CUST_4596_PI416261804
FCGR3A,2214,A_23_P200728
FCGR3B,2215,CUST_15193_PI416261804
FCGRT,2217,CUST_14582_PI416261804
FCGRT,2217,A_23_P55936
FCN1,2219,A_24_P263793
FCN1,2219,A_23_P157875
FCN1,2219,A_23_P157879
FDFT1,2222,CUST_14679_PI416261804
FDFT1,2222,A_23_P71319
FDX1,2230,CUST_10825_PI416261804
FDX1,2230,A_23_P357780
FDXR,2232,CUST_7875_PI416261804
FDXR,2232,A_23_P38154
FECH,2235,A_32_P151933
GABRA4,2557,CUST_111_PI417557136
GABRA4,2557,CUST_112_PI417557136
GABRA4,2557,CUST_113_PI417557136
GABRA4,2557,CUST_114_PI417557136
GABRA4,2557,CUST_115_PI417557136
GABRA4,2557,CUST_116_PI417557136
GABRA4,2557,CUST_117_PI417557136
GABRA4,2557,CUST_118_PI417557136
GABRA4,2557,CUST_119_PI417557136
GABRA4,2557,CUST_120_PI417557136
GABRA4,2557,CUST_121_PI417557136
GABRA4,2557,CUST_123_PI417557136
GABRA4,2557,CUST_124_PI417557136
GABRA4,2557,CUST_126_PI417557136
GABRA4,2557,CUST_127_PI417557136
GABRA4,2557,CUST_128_PI417557136
GABRA4,2557,CUST_129_PI417557136
GABRA4,2557,CUST_130_PI417557136
GABRA4,2557,CUST_131_PI417557136
GABRA4,2557,CUST_133_PI417557136
GABRA4,2557,CUST_134_PI417557136
GABRA4,2557,CUST_135_PI417557136
GABRA4,2557,CUST_136_PI417557136
GABRA4,2557,CUST_137_PI417557136
GABRA4,2557,CUST_138_PI417557136
GABRA4,2557,CUST_140_PI417557136
GABRA4,2557,CUST_141_PI417557136
GABRA4,2557,CUST_142_PI417557136
GABRA4,2557,CUST_143_PI417557136
GABRA4,2557,CUST_146_PI417557136
GABRA4,2557,CUST_147_PI417557136
GABRA4,2557,CUST_149_PI417557136
GABRA4,2557,CUST_150_PI417557136
GABRA4,2557,CUST_151_PI417557136
GABRA4,2557,CUST_152_PI417557136
GABRA4,2557,CUST_153_PI417557136
GABRA4,2557,CUST_154_PI417557136
GABRA4,2557,CUST_155_PI417557136
GABRA4,2557,CUST_156_PI417557136
GABRA4,2557,CUST_157_PI417557136
GABRA4,2557,CUST_158_PI417557136
GABRA4,2557,CUST_159_PI417557136
GABRA4,2557,CUST_160_PI417557136
GABRA4,2557,CUST_165_PI417557136
EGFR,1956,A_23_P215790
EGR1,1958,CUST_16925_PI416261804
EGR1,1958,A_23_P214080
EGR3,1960,CUST_11445_PI416261804
EGR3,1960,A_23_P216225
EGR4,1961,CUST_16539_PI416261804
EGR4,1961,A_23_P380318
EHHADH,1962,CUST_13907_PI416261804
EHHADH,1962,A_24_P123119
EIF1AX,1964,A_23_P35194
EIF1AX,1964,A_23_P137876
EIF1AX,1964,A_24_P237389
EIF2S1,1965,A_24_P138556
EIF2S1,1965,A_32_P170814
EIF2S1,1965,A_24_P356015
EIF2B1,1967,CUST_6226_PI416261804
EIF2B1,1967,A_23_P105313
EIF2S3,1968,A_23_P137031
EPHA2,1969,A_23_P149281
EIF4A1,1973,A_32_P135902
EIF4A1,1973,A_24_P390793
EIF4A1,1973,A_32_P149432
EIF4A1,1973,A_32_P63166
EIF4A1,1973,A_23_P137103
EIF4A2,1974,CUST_8891_PI416261804
EIF4A2,1974,A_23_P121250
EIF4A2,1974,A_32_P110751
EIF4A2,1974,CUST_4516_PI416261804
EIF4B,1975,A_23_P60286
EIF4B,1975,A_23_P87931
EIF4B,1975,A_24_P218970
EIF4EBP1,1978,CUST_17082_PI416261804
EIF4EBP1,1978,A_23_P22224
EIF4EBP2,1979,A_24_P115621
EIF4EBP2,1979,A_24_P913374
EIF4EBP2,1979,A_24_P4387
EIF4EBP2,1979,A_23_P115922
EIF5,1983,A_23_P205265
EIF5,1983,A_24_P415959
EIF5,1983,A_24_P398810
EIF5A,1984,CUST_12520_PI416261804
CELA1,1990,CUST_16518_PI416261804
CELA1,1990,A_23_P2383
ELANE,1991,CUST_16507_PI416261804
ELANE,1991,A_23_P130961
SERPINB1,1992,CUST_1976_PI416261804
SERPINB1,1992,A_23_P214330
ELAVL2,1993,CUST_7570_PI416261804
ELAVL2,1993,A_23_P94571
ELAVL1,1994,A_23_P388681
ELAVL1,1994,A_23_P208477
ELAVL1,1994,A_32_P200165
ELAVL3,1995,A_23_P218492
ELAVL3,1995,A_23_P319626
ELF1,1997,A_24_P78590
ELF1,1997,A_23_P2801
ELK3,2004,CUST_11463_PI416261804
ELK3,2004,A_23_P338325
EMD,2010,CUST_16350_PI416261804
EMD,2010,A_23_P85171
EMP1,2012,CUST_6625_PI416261804
EMP1,2012,A_23_P76488
EMP2,2013,A_23_P304682
EMP2,2013,A_32_P188993
EMP2,2013,A_23_P106682
EMP3,2014,CUST_10569_PI416261804
EMP3,2014,A_23_P119362
ADGRE1,2015,CUST_658_PI416261804
ADGRE1,2015,A_23_P27556
EMX1,2016,CUST_5122_PI416261804
EMX1,2016,A_23_P315122
CTTN,2017,A_23_P202823
CTTN,2017,A_32_P76526
EMX2,2018,CUST_10325_PI416261804
EMX2,2018,A_23_P44264
EN1,2019,CUST_15139_PI416261804
EN1,2019,A_23_P56404
EN2,2020,CUST_13146_PI416261804
EN2,2020,CUST_247_PI416408490
EN2,2020,A_23_P134433
ENDOG,2021,CUST_14464_PI416261804
ENDOG,2021,CUST_622_PI417507815
ENDOG,2021,A_23_P83266
ENO1,2023,A_23_P137391
ENO1,2023,A_24_P105501
ENO2,2026,CUST_15875_PI416261804
ENO2,2026,A_24_P236091
ENPEP,2028,CUST_14797_PI416261804
ENPEP,2028,A_23_P333605
EP300,2033,A_24_P7887
EP300,2033,A_23_P40693
EPAS1,2034,A_23_P430120
EPAS1,2034,A_23_P210210
EPB41L2,2037,CUST_10587_PI416261804
EPHA1,2041,CUST_15023_PI416261804
EPHA1,2041,A_23_P157333
EPHA3,2042,A_23_P147046
EPHA3,2042,A_23_P169819
EPHA4,2043,A_23_P108501
EPHA4,2043,A_23_P119899
GABRA4,2557,CUST_184_PI417557136
GABRA4,2557,CUST_185_PI417557136
GABRA4,2557,CUST_186_PI417557136
GABRA4,2557,CUST_187_PI417557136
GABRA4,2557,CUST_188_PI417557136
GABRA4,2557,CUST_189_PI417557136
GABRA4,2557,CUST_190_PI417557136
GABRA4,2557,CUST_191_PI417557136
GABRA4,2557,CUST_192_PI417557136
GABRA4,2557,CUST_194_PI417557136
GABRA4,2557,CUST_195_PI417557136
GABRA4,2557,CUST_196_PI417557136
GABRA4,2557,CUST_197_PI417557136
GABRA4,2557,CUST_198_PI417557136
GABRA4,2557,CUST_199_PI417557136
GABRA4,2557,CUST_200_PI417557136
GABRA4,2557,CUST_201_PI417557136
GABRA4,2557,CUST_202_PI417557136
GABRA4,2557,CUST_203_PI417557136
GABRA4,2557,CUST_204_PI417557136
GABRA4,2557,CUST_205_PI417557136
GABRA4,2557,A_32_P204137
GABRA4,2557,CUST_206_PI417557136
GABRA4,2557,CUST_207_PI417557136
GABRA4,2557,CUST_208_PI417557136
GABRA4,2557,CUST_209_PI417557136
GABRA4,2557,CUST_210_PI417557136
GABRA5,2558,CUST_14341_PI416261804
GABRA5,2558,CUST_272_PI416408490
GABRA5,2558,CUST_19_PI417557136
GABRA5,2558,A_23_P436618
